63.94 2.5
27.5 22.32
73.65 67.67
89.22 8.69
42.19 2.98
21.86 50.54
2.65 19.88
64.99 54.49
22.04 58.93
80.94 0.65
80.58 69.81
34.03 15.55
95.72 33.66
9.27 9.67
84.75 60.37
80.71 72.97
53.62 97.31
37.85 55.2
82.94 61.85
86.17 57.74
70.46 4.58
22.79 28.94
7.98 23.28
10.1 27.8
63.57 36.48
37.02 20.95
26.7 93.67
64.8 60.91
17.11 72.91
16.34 37.95
98.95 64.0
55.69 68.46
84.29 77.6
22.9 3.21
31.55 26.77
21.1 94.29
87.64 31.47
65.54 39.56
91.45 45.89
26.49 24.66
56.14 26.27
58.46 89.78
39.94 21.93
99.75 50.95
9.09 4.71
10.96 62.74
79.21 42.22
6.35 38.16
99.61 52.91
97.11 86.08
1.15 72.07
68.17 53.7
26.68 64.1
11.16 43.48
45.37 95.38
87.59 26.34
50.06 17.87
91.26 87.05
29.84 63.89
60.9 15.28
76.25 53.94
77.86 53.04
0.06 32.42
1.95 92.91
87.87 83.17
30.75 5.79
87.8 94.69
8.57 48.6
6.92 76.06
76.58 12.84
47.53 54.98
26.51 87.24
42.31 21.18
53.93 72.99
20.12 31.17
99.51 64.99
43.81 51.76
12.1 22.47
33.81 58.83
23.01 22.02
7.1 63.11
22.89 90.54
85.96 7.09
23.8 66.9
21.42 13.23
93.55 57.1
47.27 78.46
80.75 19.04
9.69 43.11
42.36 46.7
72.91 67.34
98.42 9.84
40.26 33.93
86.17 24.87
19.02 44.86
42.19 27.85
24.98 92.33
44.31 86.13
55.03 5.06
99.93 83.6
